t,analytic,delan
0.456,9.857706087118732,107.46148854443513
0.458,9.857706087299906,107.46149249039657
0.46,9.857706087489516,107.46148439904576
0.462,9.857706087687625,107.46148569812034
0.464,9.857706087894282,107.46148350557114
0.466,9.857706088109524,107.46148690324398
0.468,9.857706088333366,107.46149102433606
0.47000000000000003,9.857706088565827,107.46148430095748
0.47200000000000003,9.857706088806902,107.46148754295932
0.47400000000000003,9.85770608905658,107.46148888724446
0.47600000000000003,9.857706089314835,107.46149107666467
0.47800000000000004,9.857706089581646,107.46148754857109
0.48,9.857706089856958,107.46148302609393
0.482,9.85770609014072,107.46148631653094
0.484,9.85770609043287,107.46149265596264
0.486,9.857706090733354,107.46148543391844
0.488,9.857706091042086,107.46148590098912
0.49,9.857706091358995,107.46148737200444
0.492,9.857706091683998,107.46147641953064
0.494,9.857706092017018,107.46148143961148
0.496,9.857706092357969,107.46148528356889
0.498,9.857706092706769,107.46148916465398
0.5,9.85770609306335,107.46148773969897
0.502,9.85770609342764,107.46148160672486
0.504,9.857706093799587,107.46148522126444
0.506,9.85770609417913,107.46148860727334
0.508,9.857706094566257,107.46148636288815
0.51,9.857706094960944,107.46148560008152
0.512,9.857706095363188,107.46149229898714
0.514,9.857706095773029,107.46148001146875
0.516,9.857706096190515,107.4614910634623
0.518,9.857706096615727,107.4614878912779
0.52,9.857706097048792,107.46148718649155
0.522,9.857706097489853,107.46149096652599
0.524,9.857706097939113,107.46148952401907
0.526,9.857706098396804,107.46149134146796
0.528,9.857706098863211,107.46148801548037
0.53,9.857706099338667,107.46148351545831
0.532,9.85770609982357,107.46147929916177
0.534,9.857706100318355,107.46148732285592
0.536,9.85770610082354,107.4614905902426
0.538,9.85770610133969,107.46148218603696
0.54,9.857706101867455,107.46148338028016
0.542,9.857706102407533,107.46149339800918
0.544,9.85770610296071,107.461488831027
0.546,9.857706103527846,107.46148793102428
0.548,9.85770610410986,107.46148720199785
0.55,9.857706104707752,107.46148489310752
0.552,9.857706105322611,107.461490056151
0.554,9.857706105955574,107.46148696252365
0.556,9.857706106607854,107.46148745632394
0.558,9.85770610728072,107.46149834355178
0.56,9.857706107975492,107.46149271361024
0.562,9.85770610869354,107.46149192995381
0.5640000000000001,9.857706109436219,107.46149530639664
0.5660000000000001,9.85770611020492,107.4614848674893
0.5680000000000001,9.85770611100099,107.46148586820519
0.5700000000000001,9.857706111825713,107.46149127150342
0.5720000000000001,9.857706112680258,107.46149006628237
0.5740000000000001,9.857706113565639,107.46148231193625
0.5760000000000001,9.85770611448264,107.46148521389291
0.578,9.857706115431723,107.46149580360847
0.58,9.85770611641293,107.46149218558585
0.582,9.857706117425746,107.46149580210285
0.584,9.857706118468979,107.4614825399868
0.586,9.857706119540527,107.46149284249701
0.588,9.857706120637188,107.4614942931388
0.59,9.857706121754383,107.46148405738637
0.592,9.857706122885812,107.46149248474192
0.594,9.857706124023107,107.46148704804125
0.596,9.857706125155369,107.46149415096045
0.598,9.857706126268631,107.4614855216132
0.6,9.857706127345311,107.461481536949
0.602,9.857706128363475,107.46147303766703
0.604,9.85770612929612,107.46149126271591
0.606,9.857706130110348,107.46148188157237
0.608,9.857706130766493,107.46149294188866
0.61,9.857706131217334,107.46148830298037
0.612,9.857706131407284,107.46148466344115
0.614,9.8577061312719,107.46148790884097
0.616,9.857706130737718,107.46148397216501
0.618,9.857706129722736,107.4614874730329
0.62,9.857706128137913,107.4614905272684
0.622,9.857706125890157,107.46148061309546
0.624,9.857706122887393,107.4614831580822
0.626,9.857706119046522,107.46148419501317
0.628,9.857706114305195,107.4614833938438
0.63,9.85770610863845,107.46148702428495
0.632,9.857706102081064,107.46149009589998
0.634,9.857706094756487,107.46149384103788
0.636,9.857706086912149,107.4614995679173
0.638,9.857706078959868,107.46148799822723
0.64,9.857706071517779,107.461481510336
0.642,9.857706065446983,107.46148349479441
0.644,9.857706061872083,107.46148909266009
0.646,9.85770606216986,107.46149183122446
0.648,9.857706067906971,107.46149032348352
0.65,9.85770608070612,107.46148773982348
0.652,9.857706102026011,107.46149921080465
0.654,9.857706132854887,107.4614880427861
0.656,9.857706173344134,107.46149296080478
0.658,9.857706222444001,107.46149642392196
0.66,9.85770627763985,107.46150292241992
0.662,9.85770633490738,107.46148090000295
0.664,9.857706388989403,107.46148254303543
0.666,9.857706434031332,107.46149199143355
0.668,9.857706464504897,107.46148871842973
0.67,9.85770647623065,107.46148694360971
0.672,9.857706467235111,107.4614781157097
0.674,9.8577064381913,107.46148838369362
0.676,9.857706392302784,107.46149661109172
0.678,9.85770633466348,107.46148898394856
0.68,9.857706271283703,107.46148705775724
0.682,9.857706208054378,107.46150286723956
0.684,9.857706149899936,107.46148546242944
0.686,9.857706100272129,107.461498202806
0.6880000000000001,9.85770606101314,107.46149227883457
0.6900000000000001,9.857706032517704,107.46148747142135
0.6920000000000001,9.857706014074822,107.46148593935222
0.6940000000000001,9.857706004269108,107.46148961262435
0.6960000000000001,9.857706001351414,107.46149080276999
0.6980000000000001,9.857706003528698,107.46149358635793
0.7000000000000001,9.857706009157663,107.46147453419685
0.7020000000000001,9.857706016850674,107.4614923047686
0.704,9.85770602551349,107.46148974556228
0.706,9.85770603433733,107.46148726691868
0.708,9.857706042764715,107.46149353085966
0.71,9.85770605044404,107.46148143981732
0.712,9.857706057182728,107.46149365739282
0.714,9.857706062904406,107.4614943628148
0.716,9.857706067613023,107.46148591870949
0.718,9.857706071364312,107.46148881884777
0.72,9.857706074244302,107.46149230244264
0.722,9.857706076353825,107.46149183886502
0.724,9.857706077797818,107.46148983174578
0.726,9.857706078678408,107.46148074646558
0.728,9.857706079090665,107.46149436406617
0.73,9.85770607912037,107.46149365687825
0.732,9.857706078843087,107.46149136507148
0.734,9.857706078324153,107.4614907606502
0.736,9.85770607761912,107.46148451495836
0.738,9.857706076774623,107.46149121943367
0.74,9.85770607582926,107.46149724224105
0.742,9.857706074814622,107.46148819070544
0.744,9.857706073756255,107.46149355204099
0.746,9.857706072674485,107.46148223930822
0.748,9.857706071585302,107.46149751698121
0.75,9.857706070501024,107.46148649710287
0.752,9.85770606943095,107.46149105065231
0.754,9.857706068381866,107.46149351373899
0.756,9.85770606735851,107.4614903388444
0.758,9.857706066363999,107.4614707756425
0.76,9.857706065400087,107.46148442442575
0.762,9.857706064467504,107.46148366829912
0.764,9.857706063566113,107.46148660373784
0.766,9.857706062695176,107.46149235402842
0.768,9.857706061853424,107.46148498668586
0.77,9.85770606103927,107.46149186589804
0.772,9.857706060250834,107.46149001366165
0.774,9.857706059486102,107.46149519348702
0.776,9.857706058742938,107.46148754457626
0.778,9.857706058019186,107.46149499970548
0.78,9.85770605731268,107.46149333955469
0.782,9.85770605662129,107.46149046475658
0.784,9.857706055942984,107.46149206334033
0.786,9.857706055275816,107.46148583977191
0.788,9.85770605461795,107.46148165688246
0.79,9.857706053967675,107.46149320923921
0.792,9.857706053323426,107.46149059980326
0.794,9.857706052683806,107.46148855220231
0.796,9.857706052047533,107.46148753186694
0.798,9.857706051413501,107.46149354404494
0.8,9.857706050780767,107.46149081715294
0.802,9.85770605014853,107.46149402848465
0.804,9.857706049516157,107.4614950901847
0.806,9.857706048883156,107.46148571540701
0.808,9.857706048249185,107.46149516790929
0.81,9.857706047614041,107.46148734269477
0.812,9.857706046977658,107.46149208640222
0.8140000000000001,9.857706046340109,107.46150268030217
0.8160000000000001,9.857706045701558,107.46148707206856
0.8180000000000001,9.857706045062326,107.461492436482
0.8200000000000001,9.85770604442278,107.46149476692906
0.8220000000000001,9.857706043783441,107.46148059944159
0.8240000000000001,9.857706043144884,107.46148212072038
0.8260000000000001,9.857706042507779,107.4614927845774
0.8280000000000001,9.857706041872838,107.46149143264066
0.8300000000000001,9.857706041240856,107.46148440112191
0.8320000000000001,9.857706040612658,107.46149994540274
0.834,9.857706039989136,107.46148786707877
0.836,9.857706039371173,107.46149285676157
0.838,9.857706038759702,107.46148727258246
0.84,9.857706038155658,107.4614835591487
0.842,9.857706037559993,107.46149322871076
0.844,9.857706036973617,107.46148817436406
0.846,9.85770603639747,107.46149511609994
0.848,9.857706035832448,107.46149667503252
0.85,9.857706035279422,107.46149058051215
0.852,9.857706034739241,107.46148748862618
0.854,9.857706034212704,107.46150156320145
0.856,9.857706033700556,107.46149358316214
0.858,9.857706033203488,107.46148076813682
0.86,9.857706032722174,107.46148601417099
0.862,9.857706032257198,107.46149690690497
0.864,9.857706031809073,107.46148505529133
0.866,9.857706031378257,107.46149853078516
0.868,9.857706030965149,107.46149008580151
0.87,9.857706030570057,107.46148898778357
0.872,9.857706030193212,107.4614979595839
0.874,9.857706029834784,107.46148822818537
0.876,9.857706029494874,107.46149200174125
0.878,9.857706029173471,107.46148912715513
0.88,9.857706028870512,107.46148414222534
0.882,9.85770602858582,107.46148828050698
0.884,9.857706028319171,107.4614775553991
0.886,9.857706028070224,107.46148805192351
0.888,9.857706027838564,107.46148969191563
0.89,9.85770602762366,107.46148989336398
0.892,9.857706027424936,107.46149707100075
0.894,9.857706027241635,107.46149533266583
0.896,9.85770602707297,107.46148355208675
0.898,9.857706026918006,107.4614869552315
0.9,9.857706026775682,107.4614881747246
0.902,9.857706026644816,107.46148590612754
0.904,9.857706026524106,107.46149513909857
0.906,9.857706026412055,107.46148693449788
0.908,9.857706026307014,107.46148755507329
0.91,9.857706026207143,107.46150669751556
0.912,9.857706026110428,107.4614894657161
0.914,9.85770602601455,107.46149736326932
0.916,9.857706025916999,107.4614774988872
0.918,9.857706025814924,107.46150463321636
0.92,9.857706025705188,107.46148919201451
0.922,9.857706025584275,107.46150535590007
0.924,9.857706025448268,107.46148735262724
0.926,9.857706025292796,107.46148867694497
0.928,9.85770602511302,107.46147728678659
0.93,9.857706024903539,107.46147592232174
0.932,9.857706024658377,107.46150071436612
0.934,9.857706024370943,107.46149135140257
0.936,9.857706024033952,107.4614868544834
0.9380000000000001,9.857706023639448,107.46148793770331
0.9400000000000001,9.857706023178796,107.46149276708947
0.9420000000000001,9.85770602264267,107.46149856729478
0.9440000000000001,9.857706022021114,107.46149971172755
0.9460000000000001,9.857706021303704,107.46148734180795
0.9480000000000001,9.857706020479666,107.46150028642741
0.9500000000000001,9.857706019538238,107.46149517808047
0.9520000000000001,9.857706018468999,107.46149044351804
0.9540000000000001,9.857706017262503,107.4614889027562
0.9560000000000001,9.857706015911056,107.46149166510168
0.9580000000000001,9.857706014409708,107.46149557973263
0.96,9.857706012757703,107.46149752420234
0.962,9.857706010960118,107.46148714734798
0.964,9.857706009030082,107.46150143956174
0.966,9.8577060069914,107.46150009565676
0.968,9.857706004881752,107.46148869042653
0.97,9.857706002756293,107.46148190166983
0.972,9.857706000691802,107.46149340613304
0.974,9.85770599879092,107.46148360402543
0.976,9.857705997186498,107.46148695907716
0.978,9.857705996045219,107.46148797101662
0.98,9.85770599557009,107.46149230045714
0.982,9.857705996000464,107.46146632392532
0.984,9.857705997608832,107.46148923596026
0.986,9.857706000692492,107.46148684365396
0.988,9.857706005558821,107.4614903715021
0.99,9.857706012503034,107.46149336265395
0.992,9.85770602177735,107.46147910203948
0.994,9.857706033552464,107.4614830577329
0.996,9.857706047873148,107.46149294453109
0.998,9.85770606461239,107.46148817685517
1.0,9.857706083430873,107.4614722096717
1.002,9.857706103750242,107.46148607923024
1.004,9.857706124749926,107.46149268413876
1.006,9.857706145395609,107.46147878841671
1.008,9.857706164504403,107.46149935520681
1.01,9.857706180844955,107.46148668652026
1.012,9.857706193263024,107.46149346443454
1.014,9.857706200815816,107.46148688474526
1.016,9.85770620289276,107.4614918380284
1.018,9.857706199300303,107.46148407229086
1.02,9.857706190293815,107.46147359798252
1.022,9.857706176549014,107.46148825276558
1.024,9.85770615907812,107.46149438150626
1.026,9.857706139106323,107.46148806378795
1.028,9.857706117931276,107.46148589833984
1.03,9.85770609678915,107.46150068506006
1.032,9.857706076746695,107.46148615730641
1.034,9.857706058630635,107.46149297963768
1.036,9.85770604299746,107.46148988209013
1.038,9.857706030139038,107.46150231498788
1.04,9.857706020114888,107.4614857552758
1.042,9.857706012800383,107.46148343081374
1.044,9.857706007940507,107.46147702881419
1.046,9.857706005201457,107.46149290020509
1.048,9.857706004214903,107.46150179306133
1.05,9.857706004612313,107.46149669227255
1.052,9.857706006049167,107.46148338863601
1.054,9.857706008219782,107.46148079645086
1.056,9.857706010864579,107.4614788065179
1.058,9.857706013771743,107.46149432172366
1.06,9.857706016774902,107.461495737934
1.062,9.857706019748594,107.46148128850379
1.064,9.857706022602525,107.46148910222655
1.066,9.85770602527549,107.46150135608013
1.068,9.85770602772962,107.46149332722938
1.07,9.857706029945131,107.46149071680068
1.072,9.857706031915807,107.4614848457118
1.074,9.857706033645222,107.46147454149951
1.076,9.85770603514375,107.4614836613611
1.078,9.857706036426139,107.46148919086443
1.08,9.857706037509686,107.46149354899845
1.082,9.857706038412886,107.4614897509539
1.084,9.857706039154472,107.46148448234416
1.086,9.857706039752681,107.46148587794455
1.088,9.857706040224862,107.46149074247172
1.09,9.857706040587152,107.46148849209645
1.092,9.85770604085435,107.4614905836897
1.094,9.857706041039865,107.46148676316086
1.096,9.857706041155694,107.46150882110018
1.098,9.857706041212532,107.46148161945003
1.1,9.857706041219773,107.46148466710912
1.102,9.857706041185665,107.46148349622185
1.104,9.857706041117403,107.46148781725742
1.106,9.857706041021222,107.46149305483283
1.108,9.857706040902489,107.4614761267952
1.11,9.85770604076583,107.46147768564566
1.112,9.857706040615184,107.46148640180813
1.114,9.857706040453921,107.46149342243055
1.116,9.857706040284887,107.46148872645367
1.118,9.857706040110472,107.46149933666959
1.12,9.857706039932703,107.46149361035198
1.122,9.857706039753257,107.46148441186617
1.124,9.857706039573532,107.46148456993117
1.1260000000000001,9.857706039394671,107.46148315528515
1.1280000000000001,9.857706039217618,107.46148147571004
1.1300000000000001,9.85770603904312,107.46147173851277
1.1320000000000001,9.857706038871788,107.46148283782571
1.1340000000000001,9.857706038704093,107.46148622201582
1.1360000000000001,9.85770603854041,107.46148736988681
1.1380000000000001,9.85770603838099,107.46149005166015
1.1400000000000001,9.857706038226054,107.46149320305094
1.1420000000000001,9.857706038075708,107.46147258205772
1.1440000000000001,9.857706037930043,107.46149738796026
1.1460000000000001,9.857706037789088,107.4614930574453
1.1480000000000001,9.857706037652832,107.46148396956825
1.1500000000000001,9.85770603752124,107.4614856033912
1.1520000000000001,9.857706037394255,107.46149713063505
1.154,9.857706037271804,107.4614961103559
1.156,9.857706037153783,107.46150121505548
1.158,9.85770603704009,107.46149492422704
1.16,9.857706036930612,107.46149657591936
1.162,9.85770603682522,107.46148824179335
1.164,9.857706036723792,107.46148352985024
1.166,9.857706036626206,107.46148373618055
1.168,9.857706036532328,107.46149213361393
1.17,9.857706036442021,107.46148852084366
1.172,9.857706036355172,107.46149284023363
1.174,9.857706036271638,107.46150116040647
1.176,9.857706036191306,107.46150254822268
1.178,9.857706036114042,107.46149146963738
1.18,9.85770603603974,107.4614933581476
1.182,9.857706035968274,107.46149228875191
1.184,9.857706035899533,107.4614934749581
1.186,9.857706035833418,107.4614938525086
1.188,9.857706035769814,107.46149245705638
1.19,9.85770603570862,107.46149378493568
1.192,9.857706035649745,107.46148715050889
1.194,9.85770603559309,107.4614864293948
1.196,9.857706035538563,107.46149574514268
1.198,9.857706035486085,107.46148766889688
1.2,9.857706035435575,107.4614930341651
1.202,9.857706035386943,107.4614826683308
1.204,9.85770603534012,107.46148966012852
1.206,9.857706035295033,107.46149520305309
1.208,9.85770603525161,107.4614988966023
1.21,9.857706035209793,107.4614873218747
1.212,9.85770603516951,107.46149556307225
1.214,9.85770603513071,107.46148675465508
1.216,9.857706035093326,107.46148617028587
1.218,9.857706035057305,107.46147275342248
1.22,9.857706035022595,107.46149588307175
1.222,9.85770603498915,107.46148017210663
1.224,9.857706034956912,107.46149982082918
1.226,9.85770603492585,107.46149105200894
1.228,9.857706034895903,107.46148667953207
1.23,9.857706034867038,107.46148966051719
1.232,9.857706034839211,107.46148465047506
1.234,9.857706034812388,107.46149598951534
1.236,9.857706034786538,107.46149443719878
1.238,9.857706034761613,107.46148482614711
1.24,9.857706034737589,107.46149271740045
1.242,9.857706034714424,107.46149622706247
1.244,9.857706034692095,107.46147906777864
1.246,9.85770603467057,107.46148569500254
1.248,9.857706034649814,107.4614914763228
1.25,9.857706034629807,107.46150529691558
1.252,9.857706034610523,107.46147844720056
1.254,9.857706034591942,107.46148758202946
1.256,9.85770603457403,107.4614941967545
1.258,9.857706034556765,107.46148169780398
1.26,9.85770603454013,107.46150307001342
1.262,9.8577060345241,107.46148960489303
1.264,9.857706034508654,107.46149200050976
1.266,9.85770603449378,107.46148933188202
1.268,9.857706034479452,107.46148636985954
1.27,9.85770603446565,107.46148503921371
1.272,9.857706034452363,107.46149701946545
1.274,9.85770603443957,107.46149378699104
1.276,9.857706034427256,107.46150312898418
1.278,9.8577060344154,107.46147415315583
1.28,9.857706034403996,107.46148633203858
1.282,9.85770603439303,107.4614978947358
1.284,9.857706034382478,107.46148847757118
1.286,9.857706034372335,107.46148419622827
1.288,9.857706034362579,107.4614972969481
1.29,9.8577060343532,107.46149072512355
1.292,9.857706034344186,107.46148525517926
1.294,9.857706034335528,107.46150683193801
1.296,9.85770603432722,107.46147430560917
1.298,9.857706034319245,107.46148223892564
1.3,9.857706034311585,107.461480760642
1.302,9.857706034304238,107.46148915631294
1.304,9.857706034297191,107.46148044607119
1.306,9.857706034290437,107.46147243052368
1.308,9.85770603428396,107.46149149819529
1.31,9.857706034277761,107.46149597700548
1.312,9.857706034271821,107.46149565464535
1.314,9.85770603426614,107.46148083530335
1.316,9.857706034260703,107.461497535484
1.318,9.857706034255504,107.46148323573112
1.32,9.857706034250537,107.46149294911196
1.322,9.857706034245796,107.4614932401064
1.324,9.857706034241264,107.46150163547283
1.326,9.857706034236944,107.46149185631732
1.328,9.857706034232821,107.46148145502785
1.33,9.857706034228894,107.46148285274373
1.332,9.857706034225156,107.46148989278869
1.334,9.8577060342216,107.46147721448729
1.336,9.85770603421822,107.46147756101105
1.338,9.85770603421501,107.46149430222138
1.34,9.857706034211965,107.4614932855046
1.342,9.857706034209077,107.4615000852051
1.344,9.857706034206341,107.46149501514653
1.346,9.857706034203755,107.46147453245672
1.348,9.85770603420131,107.461471540204
1.35,9.857706034199008,107.4614893886173
1.352,9.857706034196834,107.46149356729033
1.354,9.857706034194791,107.46149447464771
