model,nominal,fast,fast+noise,fast+payload
analytic,0.006601963757086881,0.07486659222200848,1.6264869265342896,39.88969463666303
mlp,2.729730654282836,4.294670152182274,4.1566932494293445,37.63048355075977
delan,0.30553287873853113,0.5185226223620992,1.6440907216073966,39.66384307432059
